"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA3914","molybdenum cofactor biosynthetic protein A1","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3916","molybdopterin converting factor, large subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3917","molybdopterin converting factor, small subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3918","molybdopterin biosynthetic protein C","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3925","probable acyl-CoA thiolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3929","cyanide insensitive terminal oxidase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3930","cyanide insensitive terminal oxidase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3975","phosphomethylpyrimidine kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3976","thiamin-phosphate pyrophosphorylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3977","glutamate-1-semialdehyde 2,1-aminomutase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3989","DNA polymerase III, delta subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3996","lipoate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3997","lipoate-protein ligase B","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3999","D-ala-D-ala-carboxypeptidase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4006","nicotinate mononucleotide adenylyltransferase NadD1","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4007","gamma-glutamyl phosphate reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4019","UbiX","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4022","hydrazone dehydrogenase, HdhA","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4024","ethanolamine-ammonia lyase, large subunit, EutB","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4025","ethanolamine-ammonia lyase, small subunit, EutC","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4043","geranyltranstransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4044","1-deoxyxylulose-5-phosphate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4047","GTP cyclohydrolase II","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4050","phosphatidylglycerophosphatase A","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4051","thiamine monophosphate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4053","6,7-dimethyl-8-ribityllumazine synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4054","GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4055","riboflavin synthase alpha chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4056","riboflavin-specific deaminase/reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4068","probable epimerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4069","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4073","probable aldehyde dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4088","glutamate-1-semialdehyde aminomutase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4089","probable short-chain dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4114","lysine decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4130","probable sulfite or nitrite reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4133","cytochrome c oxidase subunit (cbb3-type)","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4150","probable dehydrogenase E1 component","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4151","acetoin catabolism protein AcoB","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4152","probable hydrolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4180","probable acetolactate synthase large subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4188","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4189","probable aldehyde dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4201","D-alanine-D-alanine ligase A","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4212","phenazine biosynthesis protein PhzC","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4231","salicylate biosynthesis isochorismate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4238","DNA-directed RNA polymerase alpha chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4269","DNA-directed RNA polymerase beta* chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4270","DNA-directed RNA polymerase beta chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4279","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4280","BirA bifunctional protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4329","pyruvate kinase II","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4333","probable fumarase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4351","OlsA","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4376","nicotinate phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4389","3-oxacyl-acyl carrier protein reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4397","ketopantoate reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4399","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4402","glutamate N-acetyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4406","UDP-3-O-acyl-N-acetylglucosamine deacetylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4410","D-alanine--D-alanine ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4411","UDP-N-acetylmuramate--alanine ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4412","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4414","UDP-N-acetylmuramoylalanine--D-glutamate ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4415","phospho-N-acetylmuramoyl-pentapeptide-transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4416","UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4425","sedoheptulose 7-phosphate isomerase GmhA","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4429","probable cytochrome c1 precursor","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4430","probable cytochrome b","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4431","probable iron-sulfur protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4435","probable acyl-CoA dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4442","ATP sulfurylase GTP-binding subunit/APS kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4443","ATP sulfurylase small subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4447","histidinol-phosphate aminotransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4448","histidinol dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4449","ATP-phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4450","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4457","arabinose-5-phosphate isomerase KdsD","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4458","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4470","fumarate hydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4482","Glu-tRNA(Gln) amidotransferase subunit C","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4483","Glu-tRNA(Gln) amidotransferase subunit A","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4484","Glu-tRNA(Gln) amidotransferase subunit B","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4486","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4513","probable oxidoreductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4519","ornithine decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4524","nicotinate-nucleotide pyrophosphorylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4529","dephosphocoenzyme A kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4548","probable D-amino acid oxidase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4557","LytB protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4561","riboflavin kinase/FAD synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4565","glutamate 5-kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4588","glutamate dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4602","serine hydroxymethyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4626","glycerate dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4640","malate:quinone oxidoreductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4645","probable purine/pyrimidine phosphoribosyl transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4646","uracil phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4655","ferrochelatase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4662","glutamate racemase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4666","glutamyl-tRNA reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4669","isopentenyl monophosphate kinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4670","ribose-phosphate pyrophosphokinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4693","phosphatidylserine synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4694","ketol-acid reductoisomerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4695","acetolactate synthase isozyme III small subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4696","acetolactate synthase large subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4728","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4729","3-methyl-2-oxobutanoate hydroxymethyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4730","pantoate--beta-alanine ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4731","aspartate 1-decarboxylase precursor","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4732","glucose-6-phosphate isomerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4733","acetyl-coenzyme A synthetase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4748","triosephosphate isomerase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4749","phosphoglucosamine mutase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4750","dihydropteroate synthase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4756","carbamoylphosphate synthetase large subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4758","carbamoyl-phosphate synthase small chain","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4759","dihydrodipicolinate reductase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4771","L-lactate dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4773","SpeD2","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4774","SpeE2","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4785","probable acyl-CoA thiolase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4786","probable short-chain dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4810","nitrate-inducible formate dehydrogenase, gamma subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4811","nitrate-inducible formate dehydrogenase, beta subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4812","formate dehydrogenase-O, major subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4829","dihydrolipoamide dehydrogenase 3","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4839","arginine decarboxylase (ADC)","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4846","3-dehydroquinate dehydratase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4847","biotin carboxyl carrier protein (BCCP)","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4848","biotin carboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4854","phosphoribosylaminoimidazolecarboxamide formyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4855","phosphoribosylamine--glycine ligase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4865","urease gamma subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4867","urease beta subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4868","urease alpha subunit","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4872","hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4899","probable aldehyde dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4918","nicotinamidase, PcnA","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4919","nicotinate phosphoribosyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4920","NH3-dependent NAD synthetase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4930","biosynthetic alanine racemase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4938","adenylosuccinate synthetase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4939","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4945","delta 2-isopentenylpyrophosphate transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4952","conserved hypothetical protein","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4956","thiosulfate:cyanide sulfurtransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4957","phosphatidylserine decarboxylase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4960","probable phosphoserine phosphatase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4973","thiamin biosynthesis protein ThiC","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4976","Arginine:Pyruvate Transaminas, AruH","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4977","2-ketoarginine decarboxylase, AruI","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4988","3-deoxy-D-manno-octulosonic-acid (KDO) transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4994","probable acyl-CoA dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4996","LPS biosynthesis protein RfaE","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5009","lipopolysaccharide kinase WaaP","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5010","UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5011","heptosyltransferase I","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5012","heptosyltransferase II","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5013","branched-chain amino acid transferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5015","pyruvate dehydrogenase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5016","dihydrolipoamide acetyltransferase","Metabolic pathways","pae01100","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
